SKU;Nome do produto;Categoria;Subcategoria;Descricao curta;Descricao completa;Unidade de venda;Qtd por embalagem;Marca;URL da imagem;Status;Estoque;Tem Variacao
390069;Contentor 120lt C/rodas (mod Europeu) Verde- Nobre;Equipamentos de Higiene;Coletores e Contentores;Produto profissional;;Galão (120L);1;;;Ativo;2;NAO
390070;Saco P/lixo 100 LT Marrom;Papel e Descartáveis;Sacos para Lixo;Resistente, para coleta seletiva;;Galão (100L);1;Ecomax;;Ativo;3;NAO
390071;Copo Desc 200ml Transp. Pp;Papel e Descartáveis;Copos Descartáveis;Polipropileno, uso único;;Frasco (200ml);1;Isocopos;;Ativo;342;NAO
390072;Copo Desc. Acrilico 300ml C/100 UN;Papel e Descartáveis;Copos Descartáveis;Polipropileno, uso único;;Caixa;100;Copocchio;;Inativo;0;NAO
390073;Filme Pvc 38 X 400mt;Papel e Descartáveis;Filmes e Embalagens;Produto profissional;;Unidade;1;;;Ativo;12;NAO
390074;Papel Aluminio 30x4mt;Papel e Descartáveis;Filmes e Embalagens;Produto profissional;;Unidade;1;Life Clean;;Ativo;54;NAO
390075;Balde C/ Tampa De 60 LT;Utensílios de Limpeza;Baldes;Produto profissional;;Barrica (5L);1;;;Inativo;0;NAO
390076;Palito De Dente CX C/100 UN;Papel e Descartáveis;Descartáveis;Produto profissional;;Caixa;100;;;Inativo;0;NAO
390077;Saco P/lixo 100 LT Verde;Papel e Descartáveis;Sacos para Lixo;Resistente, para coleta seletiva;;Galão (100L);1;Ecomax;;Ativo;3;NAO
390078;Saco P/lixo 200 LT Branco Ref;Papel e Descartáveis;Sacos para Lixo;Resistente, para coleta seletiva;;Galão (200L);1;;;Inativo;0;NAO
390079;Saco P/lixo 100 LT Azul 70x80;Papel e Descartáveis;Sacos para Lixo;Resistente, para coleta seletiva;;Galão (100L);1;Rava;;Ativo;30;NAO
390080;Saco P/lixo 100 LT Vermelho Comum;Papel e Descartáveis;Sacos para Lixo;Resistente, para coleta seletiva;;Galão (100L);1;;;Ativo;2;NAO
390081;Saco P/lixo 100 LT Preto Reforçado Mic 7;Papel e Descartáveis;Sacos para Lixo;Resistente, para coleta seletiva;;Galão (100L);1;Emmap;;Inativo;0;NAO
390082;Saco P/lixo 100 LT Branco 70x84;Papel e Descartáveis;Sacos para Lixo;Resistente, para coleta seletiva;;Galão (100L);1;Rava;;Inativo;0;NAO
390084;Saco P/lixo 400 LT, Preto Ref.;Papel e Descartáveis;Sacos para Lixo;Resistente, para coleta seletiva;;Galão (400L);1;Emmap;;Inativo;0;NAO
390085;Saco P/lixo 200 LT Verde;Papel e Descartáveis;Sacos para Lixo;Resistente, para coleta seletiva;;Galão (200L);1;;;Ativo;5;NAO
390086;Pa P/lixo De Chapa Cabo Longo;Utensílios de Limpeza;Pás para Lixo;Produto profissional;;Unidade;1;;;Ativo;1;NAO
390087;Luva Verniz Verde Reforçada Tam G;EPI e Segurança;Luvas de Proteção;Produto profissional;;Unidade;1;Volk;;Ativo;137;NAO
390088;Luva Latex Amarela P;EPI e Segurança;Luvas de Borracha;Proteção química e mecânica;;Unidade;1;Volk;;Inativo;0;NAO
390089;Reservatorio P/saboneteira 800ml;Equipamentos de Higiene;Saboneteiras;Fragrância suave, pH neutro;;Frasco (800ml);1;;;Ativo;141;NAO
390090;Porta Papel Toalha Bco Interf;Papel e Descartáveis;Papel Toalha;Alta absorção para dispensers;;Unidade;1;Nobre;;Inativo;0;NAO
390091;Porta Papel Hig Bco Rolo 300/500mt;Papel e Descartáveis;Papel Higiênico;100% celulose, alta absorção;;Unidade;1;Nobre;;Ativo;9;NAO
390092;Sabonet/porta Alcool Gel C/reserv Bca 800ml-nobre;Higiene e Sanitização;Álcool Gel;Antisséptico e higienizador;;Frasco (800ml);1;;;Ativo;42;NAO
390093;Tampa P/reservatorio 800ml;Papel e Descartáveis;Descartáveis;Produto profissional;;Frasco (800ml);1;Nobre;;Inativo;0;NAO
390094;Saco P/lixo 200 LT Branco;Papel e Descartáveis;Sacos para Lixo;Resistente, para coleta seletiva;;Galão (200L);1;Rv;;Inativo;0;NAO
390095;Saco P/lixo 200 LT Preto 83x97cm;Papel e Descartáveis;Sacos para Lixo;Resistente, para coleta seletiva;;Galão (200L);1;Rava;;Inativo;0;NAO
390096;Luva Pigmentada Pano PAR (tam.unico)- Volk;EPI e Segurança;Luvas de Proteção;Produto profissional;;Unidade;1;;;Inativo;0;NAO
390097;Porta Hig Interf(cai Cai) Liah700-infinity Fortcom;Equipamentos de Higiene;Porta Papel Higiênico;Produto profissional;;Unidade;1;;;Ativo;16;NAO
390098;Saboneteira P/sab.espuma Infinity;Equipamentos de Higiene;Saboneteiras;Fragrância suave, pH neutro;;Unidade;1;Fortcom;;Ativo;5;NAO
390099;Saco P/lixo 20 LT Branco FD C/20 PCT- Rava;Papel e Descartáveis;Sacos para Lixo;Resistente, para coleta seletiva;;Pacote;1;;;Inativo;0;NAO
390100;Luva Vinil Transp C/ Amido CX C/100 UN M;EPI e Segurança;Luvas de Procedimento;Sem pó, caixa c/ 100;;Caixa;100;Volk;;Inativo;0;NAO
390101;Saco P/lixo 20 LT Preto 38x45;Papel e Descartáveis;Sacos para Lixo;Resistente, para coleta seletiva;;Galão (20L);1;Rava;;Inativo;0;NAO
390102;Saco P/lixo 60 LT Azul 55x67;Papel e Descartáveis;Sacos para Lixo;Resistente, para coleta seletiva;;Galão (60L);1;Embraplast;;Ativo;80;NAO
390103;Saco P/lixo 60 LT 55x62 Azul;Papel e Descartáveis;Sacos para Lixo;Resistente, para coleta seletiva;;Galão (60L);1;Rava;;Ativo;5;NAO
390104;Tampa Plast. P/copo Desc. 100ml C/2000;Papel e Descartáveis;Copos Descartáveis;Polipropileno, uso único;;Frasco (100ml);1;;;Inativo;0;NAO
390105;Cesto 15lt (ver, Az E Amar) C/tampa Flip Top 24x34;Equipamentos de Higiene;Cestos;Produto profissional;;Galão (15L);1;;;Inativo;0;NAO
390106;Luva Latex Amarela M;EPI e Segurança;Luvas de Borracha;Proteção química e mecânica;;Unidade;1;Volk;;Inativo;0;NAO
390107;Saco P/lixo 60 LT Branco Infectante 50x77;Papel e Descartáveis;Sacos para Lixo;Resistente, para coleta seletiva;;Galão (60L);1;Rava;;Ativo;14;NAO
390108;Copo Termico Isopor 100ml 40x25;Papel e Descartáveis;Copos Descartáveis;Produto profissional;;Frasco (100ml);1;;;Inativo;0;NAO
390109;Saco P/lixo 200 LT Preto Reforç. Mic 7;Papel e Descartáveis;Sacos para Lixo;Resistente, para coleta seletiva;;Galão (200L);1;Emmap;;Inativo;0;NAO
390110;Saco P/lixo 100 LT Preto Reforçado;Papel e Descartáveis;Sacos para Lixo;Resistente, para coleta seletiva;;Galão (100L);1;Fortart;;Inativo;0;NAO
390111;Saco P/lixo 60 LT Preto 55x70;Papel e Descartáveis;Sacos para Lixo;Resistente, para coleta seletiva;;Galão (60L);1;Embraplast;;Ativo;60;NAO
390113;Cesto Telado 08 LT (cores Diversas);Equipamentos de Higiene;Cestos;Produto profissional;;Galão (8L);1;;;Inativo;0;NAO
390114;Pote P/sobremesa, CX C/1000un;Papel e Descartáveis;Pratos e Bandejas;Produto profissional;;Caixa;1000;;;Inativo;0;NAO
390116;Lixeira C/poste Papeleira 50 Litros C/suporte Aço;Equipamentos de Higiene;Coletores e Contentores;Produto profissional;;Unidade;1;;;Inativo;0;NAO
390117;Lixeira Bca 25lt C/pedal Alta Resist;Equipamentos de Higiene;Coletores e Contentores;Produto profissional;;Galão (25L);1;Larplastico;;Ativo;4;NAO
390118;Porta Copos Agua Modelo Cancum;Papel e Descartáveis;Descartáveis;Produto profissional;;Unidade;1;Jsn;;Inativo;0;NAO
390119;Luva Verniz Verde Reforçada Tam M;EPI e Segurança;Luvas de Proteção;Produto profissional;;Unidade;1;Volk;;Ativo;54;NAO
390120;Luva Latex Azul, Tam M;EPI e Segurança;Luvas de Borracha;Proteção química e mecânica;;Unidade;1;Volk;;Inativo;0;NAO
390121;Saco P/lixo 100 LT Preto Reforçado;Papel e Descartáveis;Sacos para Lixo;Resistente, para coleta seletiva;;Galão (100L);1;Fortart;;Inativo;0;NAO
390122;Filtro De Papel Nr.103;Papel e Descartáveis;Descartáveis;Produto profissional;;Unidade;1;Melitta;;Inativo;0;NAO
390123;Filtro De Papel Nr. 102;Papel e Descartáveis;Descartáveis;Produto profissional;;Unidade;1;;;Ativo;162;NAO
390124;Organizador Mini Alto 3,25l 945;Papel e Descartáveis;Descartáveis;Produto profissional;;Frasco (3L);1;Sanremo;;Inativo;0;NAO
390125;Organizador Baixo 8l 910;Papel e Descartáveis;Descartáveis;Produto profissional;;Galão (8L);1;Sanremo;;Inativo;0;NAO
390126;Organizador Baixo 13,5l 920;Papel e Descartáveis;Descartáveis;Produto profissional;;Galão (13L);1;Sanremo;;Inativo;0;NAO
390127;Organizador Alto 65l 935;Papel e Descartáveis;Descartáveis;Produto profissional;;Galão (65L);1;Sanremo;;Inativo;0;NAO
390128;Organizador Medio 42l 980;Papel e Descartáveis;Descartáveis;Produto profissional;;Galão (42L);1;Sanremo;;Inativo;0;NAO
390129;Organizador Alto 80l Sr981;Papel e Descartáveis;Descartáveis;Produto profissional;;Galão (80L);1;Sanremo;;Inativo;0;NAO
390130;Lixeira C/tampa Basc.22lt(verm E Azu)- Larplastico;Equipamentos de Higiene;Coletores e Contentores;Produto profissional;;Galão (22L);1;;;Inativo;0;NAO
390131;Fita A.derrapante Preto Larg 5cm X 20mt;Papel e Descartáveis;Descartáveis;Produto profissional;;Unidade;1;Kapazi;;Inativo;0;NAO
390132;Toalheiro De Alavanca Transparente;Papel e Descartáveis;Descartáveis;Produto profissional;;Unidade;1;Jofel;;Inativo;0;NAO
390133;Toalheiro Bobina Branco Brasil- Jofel;Papel e Descartáveis;Descartáveis;Produto profissional;;Unidade;1;;;Ativo;1;NAO
390134;Toalheiro De Alavanca Branco;Papel e Descartáveis;Descartáveis;Produto profissional;;Unidade;1;Jofel;;Ativo;3;NAO
390135;Saboneteira C/reserv Infinity Box Bca 1lt -fortcom;Equipamentos de Higiene;Saboneteiras;Fragrância suave, pH neutro;;Frasco (1L);1;;;Ativo;19;NAO
390136;Prato Desc Branco 17cm C/10un;Papel e Descartáveis;Pratos e Bandejas;Produto profissional;;Caixa;10;Marata;;Ativo;70;NAO
390137;Pa Jeitosa Dobravel;Papel e Descartáveis;Descartáveis;Produto profissional;;Unidade;1;(9253C);;Ativo;16;NAO
390138;Cesto 13lt C/pedal;Equipamentos de Higiene;Cestos;Produto profissional;;Galão (13L);1;Bettanin;;Inativo;0;NAO
390139;Lixeira Pta 25lt C/pedal Alta Resist;Equipamentos de Higiene;Coletores e Contentores;Produto profissional;;Galão (25L);1;Larplastico;;Inativo;0;NAO
390140;Luva Latex Proced. C/po, Tam M (8);EPI e Segurança;Luvas de Borracha;Proteção química e mecânica;;Unidade;1;Volk;;Inativo;0;NAO
390141;Luva Ranhurada Cano Longo G 40cm;Papel e Descartáveis;Descartáveis;Produto profissional;;Unidade;1;Volk;;Inativo;0;NAO
390142;Lixeira Bca 50 LT C/pedal Alta Resist- Larplastico;Equipamentos de Higiene;Coletores e Contentores;Produto profissional;;Galão (50L);1;;;Inativo;0;NAO
390143;Toalheiro Alavanca Branco (bobina);Papel e Descartáveis;Descartáveis;Produto profissional;;Unidade;1;Plestin;;Inativo;0;NAO
390144;Saco Bobina 04kg;Papel e Descartáveis;Descartáveis;Produto profissional;;Embalagem (04Kg);1;;;Inativo;0;NAO
390145;Saco Bobina 05kg - Tam 35x50;Papel e Descartáveis;Descartáveis;Produto profissional;;Embalagem (05Kg);1;2,35Kg;;Ativo;1;NAO
390146;Saco Bobina 10kg - Tam 40x60;Papel e Descartáveis;Descartáveis;Produto profissional;;Embalagem (10Kg);1;2,68Kg;;Inativo;0;NAO
390147;Canudo Embalado, CX C/3000;Papel e Descartáveis;Descartáveis;Produto profissional;;Caixa;1;;;Inativo;0;NAO
390148;Copo Desc. 300 ML Transp. C/100 UN;Papel e Descartáveis;Copos Descartáveis;Polipropileno, uso único;;Caixa;100;Copoccio;;Inativo;0;NAO
390149;Saco P/lixo 300 LT Preto Reforç. Mic 7;Papel e Descartáveis;Sacos para Lixo;Resistente, para coleta seletiva;;Galão (300L);1;Emmap;;Inativo;0;NAO
390150;Saco P/lixo 200 LT Verde;Papel e Descartáveis;Sacos para Lixo;Resistente, para coleta seletiva;;Galão (200L);1;Rava;;Inativo;0;NAO
390151;Bandeja C/tampa Mo-70, CX C/200 UN;Papel e Descartáveis;Pratos e Bandejas;Produto profissional;;Caixa;200;Meiwa;;Inativo;0;NAO
390152;Papel Toalha De Mesa, C/1000;Papel e Descartáveis;Papel Toalha;Alta absorção para dispensers;;Fardo;1;;;Inativo;0;NAO
390153;Paleta Plast P/cafe 8cm PCT C/500un -ultratalher;Alimentos - Bebidas e Mercearia;Café e Chás;Produto profissional;;Pacote;500;;;Ativo;37;NAO
390154;Saco Bobina 02kg - Tam 25x35;Papel e Descartáveis;Descartáveis;Produto profissional;;Embalagem (02Kg);1;1,5Kg;;Inativo;0;NAO
390155;Silicone Concentrado Tradicional 100ml;Papel e Descartáveis;Descartáveis;Produto profissional;;Frasco (100ml);1;;;Ativo;55;NAO
390156;Protetor De Assento Sanitário CX C/30un;Papel e Descartáveis;Descartáveis;Produto profissional;;Caixa;30;Proassen;;Inativo;0;NAO
390157;Lixeira Selet Basc 60lt 49x37 Verm(plast.)-santana;Equipamentos de Higiene;Coletores e Contentores;Produto profissional;;Galão (60L);1;;;Ativo;1;NAO
390158;Lixeira Selet Basc 60lt 49x37 Amar(metal)-santana;Equipamentos de Higiene;Coletores e Contentores;Produto profissional;;Galão (60L);1;;;Inativo;0;NAO
390159;Lixeira Tpa Vaivem 60lt Vermelha;Equipamentos de Higiene;Coletores e Contentores;Produto profissional;;Galão (60L);1;Larplastico;;Ativo;7;NAO
390160;Armaçao Coleta Selet C/04 Cestos 50lt- Larplastico;Equipamentos de Higiene;Cestos;Produto profissional;;Galão (50L);1;;;Inativo;0;NAO
390161;Lixeira Branca Tampa Basculante 50lt;Equipamentos de Higiene;Coletores e Contentores;Produto profissional;;Galão (50L);1;Plasvale;;Ativo;6;NAO
390162;Lixeira Bca 14lt C/pedal;Equipamentos de Higiene;Coletores e Contentores;Produto profissional;;Galão (14L);1;Santana;;Ativo;23;NAO
390163;Lixeira Preta 14lt C/pedal;Equipamentos de Higiene;Coletores e Contentores;Produto profissional;;Galão (14L);1;Santana;;Ativo;14;NAO
390164;Porta Copos De Agua Em Aço Inox;Papel e Descartáveis;Descartáveis;Produto profissional;;Unidade;1;Aurimar;;Ativo;3;NAO
390165;Porta Copos De Agua Em Acril/inox;Papel e Descartáveis;Descartáveis;Produto profissional;;Unidade;1;Aurimar;;Inativo;0;NAO
390166;Saboneteira Giratoria De Vidro;Equipamentos de Higiene;Saboneteiras;Fragrância suave, pH neutro;;Unidade;1;Aurimar;;Inativo;0;NAO
390167;Descarte De Copo Para Cafe;Alimentos - Bebidas e Mercearia;Café e Chás;Produto profissional;;Unidade;1;Aurimar/Fortcom;;Ativo;7;NAO
390168;Descarte De Copo Para Agua;Papel e Descartáveis;Descartáveis;Produto profissional;;Unidade;1;Fortcom;;Ativo;4;NAO
390169;Descarte Dupla Para Copo Agua/cafe;Alimentos - Bebidas e Mercearia;Café e Chás;Produto profissional;;Unidade;1;Fortcom;;Ativo;5;NAO
390170;Saco Bobina 15kg - Tam 50x70;Papel e Descartáveis;Descartáveis;Produto profissional;;Embalagem (15Kg);1;3,2Kg;;Inativo;0;NAO
390171;Saco Bobina 03kg - Tam 30x40;Papel e Descartáveis;Descartáveis;Produto profissional;;Embalagem (03Kg);1;1,7Kg;;Inativo;0;NAO
390172;Saco P/lixo 500 LT Preto Reforç. Mic 7;Papel e Descartáveis;Sacos para Lixo;Resistente, para coleta seletiva;;Galão (500L);1;Emmap;;Inativo;0;NAO
390173;"Placa Sinal ""cuidado Em Manutençao";Papel e Descartáveis;Descartáveis;Produto profissional;;Unidade;1;Bralimpia/Jsn;;Ativo;8;NAO
390174;Carro Func America Bolsa Amarela;Papel e Descartáveis;Descartáveis;Produto profissional;;Unidade;1;Bralimpia;;Ativo;1;NAO
390175;Mangueira Flex 1/2 Tranç.transp 30mt C/eng-tramont;Papel e Descartáveis;Descartáveis;Produto profissional;;Unidade;1;;;Inativo;0;NAO
390176;Contentor 240 LT C/rodas (mod Europeu) Verde-nobre;Equipamentos de Higiene;Coletores e Contentores;Produto profissional;;Galão (240L);1;;;Ativo;2;NAO
390177;Contentor 500 LT C/munhão E Suporte Em Aço;Equipamentos de Higiene;Coletores e Contentores;Produto profissional;;Galão (500L);1;;;Inativo;0;NAO
390178;Espremedor Balde Mopinho;Utensílios de Limpeza;Baldes;Sistema duplo, alta capacidade;;Barrica (5L);1;Bettanin (9237);;Ativo;17;NAO
390179;Balde Com Tampa 100lt Branca;Utensílios de Limpeza;Baldes;Produto profissional;;Barrica (5L);1;Plasvale;;Ativo;2;NAO
390180;Lixeira Com Pedal 35lt Bca C/pedal;Equipamentos de Higiene;Coletores e Contentores;Produto profissional;;Galão (35L);1;Santana;;Ativo;1;NAO
390181;Prensador Do Espremedor Carro Doblo;Papel e Descartáveis;Descartáveis;Produto profissional;;Unidade;1;Bralimpia;;Inativo;0;NAO
390182;Fita Adesiva Crepe 18x50 PCT C/06;Papel e Descartáveis;Descartáveis;Produto profissional;;Pacote;1;Adelbras;;Inativo;0;NAO
390183;Contentor 120 LT, Marrom;Equipamentos de Higiene;Coletores e Contentores;Produto profissional;;Galão (120L);1;Contemar;;Inativo;0;NAO
390184;Contentor 240 LT, Laranja;Equipamentos de Higiene;Coletores e Contentores;Produto profissional;;Galão (240L);1;Larplastico;;Inativo;0;NAO
390185;Contentor 240lt.c/rodas (mod Europeu) Marrom-nobre;Equipamentos de Higiene;Coletores e Contentores;Produto profissional;;Galão (240L);1;;;Inativo;0;NAO
390186;Mangueira Flex 1/2 Tranç.transp.s/eng -tramontina;Papel e Descartáveis;Descartáveis;Produto profissional;;Unidade;1;;;Inativo;0;NAO
390187;Esguicho;Papel e Descartáveis;Descartáveis;Produto profissional;;Unidade;1;Tramontina;;Ativo;9;NAO
390188;Suporte Fixo P/mangueira;Papel e Descartáveis;Descartáveis;Produto profissional;;Unidade;1;Tramontina;;Ativo;5;NAO
390189;Mangueira Flex 3/4 Tranç.transp.s/eng -tramontina;Papel e Descartáveis;Descartáveis;Produto profissional;;Unidade;1;;;Inativo;0;NAO
390190;Kit Irrig (eng, Esg E Adapt 1/2 3/4);Papel e Descartáveis;Descartáveis;Produto profissional;;Unidade;1;Tramontina;;Ativo;7;NAO
390191;Hidropistola Em Cartela;Papel e Descartáveis;Descartáveis;Produto profissional;;Unidade;1;Tramontina;;Ativo;5;NAO
390192;Enrolador Mang 1/2 Ate 60mt C/rodinhas-tramontina;Papel e Descartáveis;Descartáveis;Produto profissional;;Unidade;1;;;Inativo;0;NAO
390193;"Tesoura P/jardim 12""";Papel e Descartáveis;Descartáveis;Produto profissional;;Unidade;1;Tramontina;;Ativo;3;NAO
390194;Machadinha Sacho Coraçao C/cabo 43cm;Alimentos - Bebidas e Mercearia;Café e Chás;Produto profissional;;Unidade;1;Tramontina;;Ativo;4;NAO
390195;Adaptador P/jardim;Papel e Descartáveis;Descartáveis;Produto profissional;;Unidade;1;Tramontina;;Ativo;10;NAO
390196;Engate Rapido P/emenda De Mangueira 1/2-tramontina;Papel e Descartáveis;Descartáveis;Produto profissional;;Unidade;1;;;Ativo;4;NAO
390197;Ligação Reparadora P/jardim;Papel e Descartáveis;Descartáveis;Produto profissional;;Unidade;1;Tramontina;;Ativo;8;NAO
390198;Lixeira C/tampa 100 LT;Equipamentos de Higiene;Coletores e Contentores;Produto profissional;;Galão (100L);1;Plasvale;;Inativo;0;NAO
390199;Contentor 360 LT;Equipamentos de Higiene;Coletores e Contentores;Produto profissional;;Galão (360L);1;Contemar;;Inativo;0;NAO
390200;Lixeira Plast.c/pedal 72lt;Equipamentos de Higiene;Coletores e Contentores;Produto profissional;;Galão (72L);1;Bettanin;;Inativo;0;NAO
390201;Lixeira Plast.c/pedal 25lt;Equipamentos de Higiene;Coletores e Contentores;Produto profissional;;Galão (25L);1;Bettanin;;Inativo;0;NAO
390202;Lixeira Plast.c/pedal 36lt;Equipamentos de Higiene;Coletores e Contentores;Produto profissional;;Galão (36L);1;Bettanin (9356B);;Ativo;4;NAO
390203;Poupador De Copos 150 A 200ml C/botao;Papel e Descartáveis;Descartáveis;Produto profissional;;Frasco (200ml);1;Fortcom;;Ativo;16;NAO
390204;Cesto 30x24 14 LT Preto;Equipamentos de Higiene;Cestos;Produto profissional;;Galão (14L);1;Bralimpia;;Inativo;0;NAO
390205;Contentor 700lt C/munhão E Suporte Em Aço;Equipamentos de Higiene;Coletores e Contentores;Produto profissional;;Galão (700L);1;;;Inativo;0;NAO
390206;Filme Pvc 40x1400mt;Papel e Descartáveis;Filmes e Embalagens;Produto profissional;;Unidade;1;;;Inativo;0;NAO
390207;Balde Plastico 15 LT;Utensílios de Limpeza;Baldes;Produto profissional;;Barrica (5L);1;;;Inativo;0;NAO
390208;Toalheiro Bobina Auto Cortante Infinity Litb200;Papel e Descartáveis;Descartáveis;Produto profissional;;Unidade;1;;;Inativo;0;NAO
390209;Balde Plastico 13,8lt;Utensílios de Limpeza;Baldes;Produto profissional;;Barrica (5L);1;;;Inativo;0;NAO
390210;Saboneteira C/reserv Bca Espuma;Equipamentos de Higiene;Saboneteiras;Fragrância suave, pH neutro;;Unidade;1;Dropy Ldses850;;Ativo;14;NAO
390211;Contentor 1100lt C/munhão E Suporte Em Aço;Equipamentos de Higiene;Coletores e Contentores;Produto profissional;;Galão (1100L);1;;;Inativo;0;NAO
390212;Luva Plast.desc. Pct.c/100un;Papel e Descartáveis;Descartáveis;Produto profissional;;Pacote;100;Lagrotta/Volk;;Inativo;0;NAO
390213;Pa Coletora Preta S/tampa (cod 1612);Utensílios de Limpeza;Pás para Lixo;Produto profissional;;Unidade;1;Rubbermaid;;Inativo;0;NAO
390214;Filme Pvc Bob 28x30mt;Papel e Descartáveis;Filmes e Embalagens;Produto profissional;;Unidade;1;;;Inativo;0;NAO
390215;Avental Tnt S/manga PCT C/10un;EPI e Segurança;Vestimenta Descartável;Produto profissional;;Pacote;10;Artmedic;;Inativo;0;NAO
390217;Silicone Spray 300ml;Papel e Descartáveis;Descartáveis;Produto profissional;;Frasco (300ml);1;Domline;;Inativo;0;NAO
390218;Dispenser P Forro De Assento Sanitario;Papel e Descartáveis;Descartáveis;Produto profissional;;Unidade;1;Fortcom;;Ativo;4;NAO
390219;Saboneteira C/reserv Box Cristal-infinity Licl1000;Equipamentos de Higiene;Saboneteiras;Fragrância suave, pH neutro;;Unidade;1;;;Ativo;9;NAO
390220;Rastelo Jardim Plast.30 Dentes Cabo 120-tramontina;Papel e Descartáveis;Descartáveis;Produto profissional;;Unidade;1;;;Inativo;0;NAO
390221;Luva Latex Proced. CX C/100 UN P;EPI e Segurança;Luvas de Borracha;Proteção química e mecânica;;Caixa;100;Volk;;Inativo;0;NAO
390222;Refil Mop Umido 30 Cm Hexagonal Azul;Papel e Descartáveis;Descartáveis;Produto profissional;;Unidade;1;Bralimpia;;Inativo;0;NAO
390223;Refil Mop Umido 30 Cm Hexagonal Amarelo -bralimpia;Papel e Descartáveis;Descartáveis;Produto profissional;;Unidade;1;;;Ativo;2;NAO
390224;Refil Mop Umido 30 Cm Hexagonal Vermelho-bralimpia;Papel e Descartáveis;Descartáveis;Produto profissional;;Unidade;1;;;Ativo;2;NAO
390225;Espremedor Balde Mopinho;Utensílios de Limpeza;Baldes;Sistema duplo, alta capacidade;;Barrica (5L);1;Bralimpia;;Ativo;15;NAO
390226;Copo Desc 80 ML C/90 UN;Papel e Descartáveis;Copos Descartáveis;Polipropileno, uso único;;Caixa;90;Copocchio;;Inativo;0;NAO
390227;Poupador De Copos 50ml;Papel e Descartáveis;Descartáveis;Produto profissional;;Frasco (50ml);1;Trilha/Nobre (C/Botao);;Ativo;7;NAO
390228;Contentor 120lt;Equipamentos de Higiene;Coletores e Contentores;Produto profissional;;Galão (120L);1;Bralimpia;;Inativo;0;NAO
390229;Balde 04lt Com Alça Azul;Utensílios de Limpeza;Baldes;Produto profissional;;Barrica (5L);1;Bralimpia;;Inativo;0;NAO
390230;Toalheiro De Alavanca;Papel e Descartáveis;Descartáveis;Produto profissional;;Unidade;1;Fortcom;;Inativo;0;NAO
390231;Lixeira Quadrada 65lt;Equipamentos de Higiene;Coletores e Contentores;Produto profissional;;Galão (65L);1;63,5X40,5X40,5 (Axlxc);;Inativo;0;NAO
390232;Lixeira Redonda 20lt;Equipamentos de Higiene;Coletores e Contentores;Produto profissional;;Galão (20L);1;59,8X23,5X19,2 (Axdsxdi);;Inativo;0;NAO
390233;Copo Desc 100ml C/2000 UN;Papel e Descartáveis;Copos Descartáveis;Polipropileno, uso único;;Caixa;2000;;;Inativo;0;NAO
390234;Cestinha De Carrregar Mat Limpeza;Papel e Descartáveis;Descartáveis;Produto profissional;;Unidade;1;Plasvale;;Ativo;1;NAO
390235;Capa De Dvd Transparente;Papel e Descartáveis;Descartáveis;Produto profissional;;Unidade;1;;;Inativo;0;NAO
390236;Reservatorio P/sabonet Espuma 700ml;Papel e Descartáveis;Descartáveis;Produto profissional;;Frasco (700ml);1;Nobre City;;Ativo;44;NAO
390237;Sabonet/alcool Gel C/reserv;Higiene e Sanitização;Álcool Gel;Antisséptico e higienizador;;Unidade;1;Nobre City;;Inativo;0;NAO
390238;Lixeira Bca 15 LT C/pedal Alta Resist- Larplastico;Equipamentos de Higiene;Coletores e Contentores;Produto profissional;;Galão (15L);1;;;Ativo;2;NAO
390239;Lixeira Bca 100 LT C/pedal Alta Resist- Larplastic;Equipamentos de Higiene;Coletores e Contentores;Produto profissional;;Galão (100L);1;;;Ativo;1;NAO
390240;Kit De Lixeiras 50lt C/abertura Frontal C/5;Equipamentos de Higiene;Coletores e Contentores;Produto profissional;;Galão (50L);1;;;Inativo;0;NAO
390241;Porta Saco Para Absorvente Higiênico;Papel e Descartáveis;Descartáveis;Produto profissional;;Unidade;1;Fortcom;;Inativo;0;NAO
390242;Copo Termico Isopor 118ml C/20un;Papel e Descartáveis;Copos Descartáveis;Produto profissional;;Caixa;20;;;Inativo;0;NAO
390243;Luva Verniz Amarela Reforçada Tam G;EPI e Segurança;Luvas de Proteção;Produto profissional;;Unidade;1;Handex;;Inativo;0;NAO
390244;Luva Verniz Amarela Reforçada Tam M;EPI e Segurança;Luvas de Proteção;Produto profissional;;Unidade;1;Volk;;Inativo;0;NAO
390245;Saco 40x60 Para Gelo;Papel e Descartáveis;Descartáveis;Produto profissional;;Unidade;1;;;Inativo;0;NAO
390246;Garfo Desc. Transparente CX C/1000un;Papel e Descartáveis;Descartáveis;Produto profissional;;Caixa;1000;;;Inativo;0;NAO
390247;Faca Desc. Cristal CX C/1000un-prafesta;Papel e Descartáveis;Descartáveis;Produto profissional;;Caixa;1000;;;Ativo;2;NAO
390248;Fosforo PCT, C/10 UN;Papel e Descartáveis;Descartáveis;Produto profissional;;Pacote;10;Gaboardi;;Inativo;0;NAO
390249;Luva Nitrilica Azul , Tam G;Papel e Descartáveis;Descartáveis;Produto profissional;;Unidade;1;Volk;;Inativo;0;NAO
390250;Canudo Pazinha Food Service P/rosca CX C/300un;Papel e Descartáveis;Descartáveis;Produto profissional;;Caixa;300;;;Inativo;0;NAO
390251;Caixa Isopor 175lt;Papel e Descartáveis;Descartáveis;Produto profissional;;Galão (175L);1;Isoplast;;Inativo;0;NAO
